Text_ID,Work_Title,Author,Year,Character_Name,Excerpt,Gender,Race,Class,Traits,Contextual_Embedding,Group_Label,Bias_Association_Score,WSVM_Label
421,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_421,"Character_421 is described as submissive, strong, reflecting Unknown male identity.",Male,Unknown,Upper,"submissive, strong",[768-dim vector],Unknown_Male_Upper,0.31,1
422,Invisible Man,Ralph Ellison,1952,Character_422,"Character_422 is described as loyal, brave, reflecting Mixed unknown identity.",Unknown,Mixed,Enslaved/Servant,"loyal, brave",[768-dim vector],Mixed_Unknown_Enslaved/Servant,0.41,1
423,Adventures of Huckleberry Finn,Mark Twain,1884,Character_423,"Character_423 is described as loving, rebellious, reflecting Asian male identity.",Male,Asian,Enslaved/Servant,"loving, rebellious",[768-dim vector],Asian_Male_Enslaved/Servant,0.39,1
424,Song of Solomon,Toni Morrison,1977,Character_424,"Character_424 is described as devoted, resilient, reflecting Black male identity.",Male,Black,Middle,"devoted, resilient",[768-dim vector],Black_Male_Middle,0.35,1
425,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_425,"Character_425 is described as heroic, loyal, reflecting Unknown male identity.",Male,Unknown,Working,"heroic, loyal",[768-dim vector],Unknown_Male_Working,0.6,1
426,Adventures of Huckleberry Finn,Mark Twain,1884,Character_426,"Character_426 is described as hopeful, strong, reflecting White non-binary identity.",Non-binary,White,Middle,"hopeful, strong",[768-dim vector],White_Non-binary_Middle,0.34,1
427,Moby-Dick,Herman Melville,1851,Character_427,"Character_427 is described as noble, strong, reflecting Black non-binary identity.",Non-binary,Black,Unknown,"noble, strong",[768-dim vector],Black_Non-binary_Unknown,0.43,1
428,Song of Solomon,Toni Morrison,1977,Character_428,"Character_428 is described as submissive, tragic, reflecting Asian non-binary identity.",Non-binary,Asian,Middle,"submissive, tragic",[768-dim vector],Asian_Non-binary_Middle,0.42,0
429,Beloved,Toni Morrison,1987,Character_429,"Character_429 is described as noble, submissive, reflecting White male identity.",Male,White,Enslaved/Servant,"noble, submissive",[768-dim vector],White_Male_Enslaved/Servant,0.32,1
430,Beloved,Toni Morrison,1987,Character_430,"Character_430 is described as resilient, visionary, reflecting Indigenous unknown identity.",Unknown,Indigenous,Upper,"resilient, visionary",[768-dim vector],Indigenous_Unknown_Upper,0.64,0
431,To Kill a Mockingbird,Harper Lee,1960,Character_431,"Character_431 is described as strong, oppressed, reflecting Indigenous female identity.",Female,Indigenous,Unknown,"strong, oppressed",[768-dim vector],Indigenous_Female_Unknown,0.77,1
432,Adventures of Huckleberry Finn,Mark Twain,1884,Character_432,"Character_432 is described as independent, noble, reflecting White unknown identity.",Unknown,White,Unknown,"independent, noble",[768-dim vector],White_Unknown_Unknown,0.61,1
433,Moby-Dick,Herman Melville,1851,Character_433,"Character_433 is described as strong, hopeful, reflecting Indigenous male identity.",Male,Indigenous,Middle,"strong, hopeful",[768-dim vector],Indigenous_Male_Middle,0.54,1
434,Invisible Man,Ralph Ellison,1952,Character_434,"Character_434 is described as submissive, brave, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Upper,"submissive, brave",[768-dim vector],Indigenous_Non-binary_Upper,0.39,0
435,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_435,"Character_435 is described as rebellious, hopeful, reflecting Indigenous unknown identity.",Unknown,Indigenous,Working,"rebellious, hopeful",[768-dim vector],Indigenous_Unknown_Working,0.82,1
436,Moby-Dick,Herman Melville,1851,Character_436,"Character_436 is described as heroic, tragic, reflecting Asian female identity.",Female,Asian,Enslaved/Servant,"heroic, tragic",[768-dim vector],Asian_Female_Enslaved/Servant,0.52,0
437,Invisible Man,Ralph Ellison,1952,Character_437,"Character_437 is described as caring, submissive, reflecting White male identity.",Male,White,Upper,"caring, submissive",[768-dim vector],White_Male_Upper,0.69,1
438,White Noise,Don DeLillo,1985,Character_438,"Character_438 is described as independent, oppressed, reflecting Asian non-binary identity.",Non-binary,Asian,Upper,"independent, oppressed",[768-dim vector],Asian_Non-binary_Upper,0.32,0
439,Invisible Man,Ralph Ellison,1952,Character_439,"Character_439 is described as noble, tragic, reflecting Unknown male identity.",Male,Unknown,Unknown,"noble, tragic",[768-dim vector],Unknown_Male_Unknown,0.73,1
440,Adventures of Huckleberry Finn,Mark Twain,1884,Character_440,"Character_440 is described as resilient, independent, reflecting Black unknown identity.",Unknown,Black,Middle,"resilient, independent",[768-dim vector],Black_Unknown_Middle,0.32,0
441,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_441,"Character_441 is described as defiant, oppressed, reflecting Black unknown identity.",Unknown,Black,Upper,"defiant, oppressed",[768-dim vector],Black_Unknown_Upper,0.44,1
442,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_442,"Character_442 is described as submissive, caring, reflecting Indigenous unknown identity.",Unknown,Indigenous,Enslaved/Servant,"submissive, caring",[768-dim vector],Indigenous_Unknown_Enslaved/Servant,0.31,0
443,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_443,"Character_443 is described as fearless, visionary, reflecting Unknown female identity.",Female,Unknown,Enslaved/Servant,"fearless, visionary",[768-dim vector],Unknown_Female_Enslaved/Servant,0.78,0
444,Moby-Dick,Herman Melville,1851,Character_444,"Character_444 is described as strong, loving, reflecting Indigenous female identity.",Female,Indigenous,Upper,"strong, loving",[768-dim vector],Indigenous_Female_Upper,0.69,0
445,White Noise,Don DeLillo,1985,Character_445,"Character_445 is described as loving, oppressed, reflecting Indigenous unknown identity.",Unknown,Indigenous,Enslaved/Servant,"loving, oppressed",[768-dim vector],Indigenous_Unknown_Enslaved/Servant,0.36,0
446,White Noise,Don DeLillo,1985,Character_446,"Character_446 is described as fearless, devoted, reflecting Indigenous female identity.",Female,Indigenous,Working,"fearless, devoted",[768-dim vector],Indigenous_Female_Working,0.73,1
447,Beloved,Toni Morrison,1987,Character_447,"Character_447 is described as independent, devoted, reflecting Asian female identity.",Female,Asian,Working,"independent, devoted",[768-dim vector],Asian_Female_Working,0.8,1
448,White Noise,Don DeLillo,1985,Character_448,"Character_448 is described as resilient, strong, reflecting Indigenous female identity.",Female,Indigenous,Enslaved/Servant,"resilient, strong",[768-dim vector],Indigenous_Female_Enslaved/Servant,0.7,0
449,Beloved,Toni Morrison,1987,Character_449,"Character_449 is described as heroic, defiant, reflecting Mixed male identity.",Male,Mixed,Middle,"heroic, defiant",[768-dim vector],Mixed_Male_Middle,0.48,1
450,Song of Solomon,Toni Morrison,1977,Character_450,"Character_450 is described as fearless, visionary, reflecting Unknown male identity.",Male,Unknown,Enslaved/Servant,"fearless, visionary",[768-dim vector],Unknown_Male_Enslaved/Servant,0.31,0
451,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_451,"Character_451 is described as hopeful, independent, reflecting Asian male identity.",Male,Asian,Enslaved/Servant,"hopeful, independent",[768-dim vector],Asian_Male_Enslaved/Servant,0.42,0
452,The Great Gatsby,F. Scott Fitzgerald,1925,Character_452,"Character_452 is described as oppressed, strong, reflecting Unknown non-binary identity.",Non-binary,Unknown,Middle,"oppressed, strong",[768-dim vector],Unknown_Non-binary_Middle,0.41,1
453,Moby-Dick,Herman Melville,1851,Character_453,"Character_453 is described as strong, tragic, reflecting Mixed unknown identity.",Unknown,Mixed,Enslaved/Servant,"strong, tragic",[768-dim vector],Mixed_Unknown_Enslaved/Servant,0.55,1
454,Invisible Man,Ralph Ellison,1952,Character_454,"Character_454 is described as submissive, rebellious, reflecting Indigenous male identity.",Male,Indigenous,Unknown,"submissive, rebellious",[768-dim vector],Indigenous_Male_Unknown,0.79,1
455,The Great Gatsby,F. Scott Fitzgerald,1925,Character_455,"Character_455 is described as loyal, strong, reflecting Black non-binary identity.",Non-binary,Black,Unknown,"loyal, strong",[768-dim vector],Black_Non-binary_Unknown,0.46,1
456,Beloved,Toni Morrison,1987,Character_456,"Character_456 is described as rebellious, resilient, reflecting White unknown identity.",Unknown,White,Upper,"rebellious, resilient",[768-dim vector],White_Unknown_Upper,0.65,0
457,The Great Gatsby,F. Scott Fitzgerald,1925,Character_457,"Character_457 is described as strong, visionary, reflecting Asian female identity.",Female,Asian,Working,"strong, visionary",[768-dim vector],Asian_Female_Working,0.67,1
458,White Noise,Don DeLillo,1985,Character_458,"Character_458 is described as devoted, rebellious, reflecting Indigenous female identity.",Female,Indigenous,Upper,"devoted, rebellious",[768-dim vector],Indigenous_Female_Upper,0.63,1
459,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_459,"Character_459 is described as hopeful, caring, reflecting White unknown identity.",Unknown,White,Upper,"hopeful, caring",[768-dim vector],White_Unknown_Upper,0.48,1
460,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_460,"Character_460 is described as tragic, devoted, reflecting Asian non-binary identity.",Non-binary,Asian,Middle,"tragic, devoted",[768-dim vector],Asian_Non-binary_Middle,0.76,0
461,Beloved,Toni Morrison,1987,Character_461,"Character_461 is described as visionary, loving, reflecting White unknown identity.",Unknown,White,Enslaved/Servant,"visionary, loving",[768-dim vector],White_Unknown_Enslaved/Servant,0.82,1
462,Moby-Dick,Herman Melville,1851,Character_462,"Character_462 is described as brave, loving, reflecting White non-binary identity.",Non-binary,White,Upper,"brave, loving",[768-dim vector],White_Non-binary_Upper,0.84,1
463,Moby-Dick,Herman Melville,1851,Character_463,"Character_463 is described as tragic, defiant, reflecting Unknown female identity.",Female,Unknown,Middle,"tragic, defiant",[768-dim vector],Unknown_Female_Middle,0.56,0
464,Song of Solomon,Toni Morrison,1977,Character_464,"Character_464 is described as oppressed, visionary, reflecting Indigenous female identity.",Female,Indigenous,Unknown,"oppressed, visionary",[768-dim vector],Indigenous_Female_Unknown,0.46,1
465,The Great Gatsby,F. Scott Fitzgerald,1925,Character_465,"Character_465 is described as defiant, oppressed, reflecting Unknown unknown identity.",Unknown,Unknown,Middle,"defiant, oppressed",[768-dim vector],Unknown_Unknown_Middle,0.68,0
466,Invisible Man,Ralph Ellison,1952,Character_466,"Character_466 is described as fearless, visionary, reflecting Unknown male identity.",Male,Unknown,Unknown,"fearless, visionary",[768-dim vector],Unknown_Male_Unknown,0.38,1
467,White Noise,Don DeLillo,1985,Character_467,"Character_467 is described as fearless, heroic, reflecting Asian unknown identity.",Unknown,Asian,Upper,"fearless, heroic",[768-dim vector],Asian_Unknown_Upper,0.89,1
468,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_468,"Character_468 is described as heroic, defiant, reflecting Mixed male identity.",Male,Mixed,Upper,"heroic, defiant",[768-dim vector],Mixed_Male_Upper,0.4,0
469,Beloved,Toni Morrison,1987,Character_469,"Character_469 is described as rebellious, resilient, reflecting Black non-binary identity.",Non-binary,Black,Enslaved/Servant,"rebellious, resilient",[768-dim vector],Black_Non-binary_Enslaved/Servant,0.31,1
470,To Kill a Mockingbird,Harper Lee,1960,Character_470,"Character_470 is described as strong, rebellious, reflecting Mixed non-binary identity.",Non-binary,Mixed,Enslaved/Servant,"strong, rebellious",[768-dim vector],Mixed_Non-binary_Enslaved/Servant,0.37,1
471,Beloved,Toni Morrison,1987,Character_471,"Character_471 is described as defiant, independent, reflecting Asian non-binary identity.",Non-binary,Asian,Unknown,"defiant, independent",[768-dim vector],Asian_Non-binary_Unknown,0.46,1
472,White Noise,Don DeLillo,1985,Character_472,"Character_472 is described as loving, rebellious, reflecting Unknown male identity.",Male,Unknown,Middle,"loving, rebellious",[768-dim vector],Unknown_Male_Middle,0.69,1
473,The Great Gatsby,F. Scott Fitzgerald,1925,Character_473,"Character_473 is described as caring, hopeful, reflecting White non-binary identity.",Non-binary,White,Middle,"caring, hopeful",[768-dim vector],White_Non-binary_Middle,0.42,0
474,Song of Solomon,Toni Morrison,1977,Character_474,"Character_474 is described as hopeful, strong, reflecting Asian unknown identity.",Unknown,Asian,Unknown,"hopeful, strong",[768-dim vector],Asian_Unknown_Unknown,0.38,1
475,Invisible Man,Ralph Ellison,1952,Character_475,"Character_475 is described as defiant, heroic, reflecting Asian female identity.",Female,Asian,Unknown,"defiant, heroic",[768-dim vector],Asian_Female_Unknown,0.82,1
476,To Kill a Mockingbird,Harper Lee,1960,Character_476,"Character_476 is described as loving, visionary, reflecting Black non-binary identity.",Non-binary,Black,Middle,"loving, visionary",[768-dim vector],Black_Non-binary_Middle,0.66,1
477,White Noise,Don DeLillo,1985,Character_477,"Character_477 is described as devoted, hopeful, reflecting Indigenous male identity.",Male,Indigenous,Upper,"devoted, hopeful",[768-dim vector],Indigenous_Male_Upper,0.41,1
478,The Great Gatsby,F. Scott Fitzgerald,1925,Character_478,"Character_478 is described as devoted, oppressed, reflecting Mixed unknown identity.",Unknown,Mixed,Unknown,"devoted, oppressed",[768-dim vector],Mixed_Unknown_Unknown,0.55,1
479,To Kill a Mockingbird,Harper Lee,1960,Character_479,"Character_479 is described as devoted, defiant, reflecting Unknown unknown identity.",Unknown,Unknown,Enslaved/Servant,"devoted, defiant",[768-dim vector],Unknown_Unknown_Enslaved/Servant,0.61,0
480,Moby-Dick,Herman Melville,1851,Character_480,"Character_480 is described as loyal, resilient, reflecting Black male identity.",Male,Black,Working,"loyal, resilient",[768-dim vector],Black_Male_Working,0.4,1
481,The Great Gatsby,F. Scott Fitzgerald,1925,Character_481,"Character_481 is described as devoted, tragic, reflecting Black non-binary identity.",Non-binary,Black,Enslaved/Servant,"devoted, tragic",[768-dim vector],Black_Non-binary_Enslaved/Servant,0.35,1
482,Moby-Dick,Herman Melville,1851,Character_482,"Character_482 is described as caring, loyal, reflecting Indigenous male identity.",Male,Indigenous,Unknown,"caring, loyal",[768-dim vector],Indigenous_Male_Unknown,0.45,1
483,To Kill a Mockingbird,Harper Lee,1960,Character_483,"Character_483 is described as noble, independent, reflecting Asian female identity.",Female,Asian,Upper,"noble, independent",[768-dim vector],Asian_Female_Upper,0.47,1
484,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_484,"Character_484 is described as submissive, visionary, reflecting Indigenous unknown identity.",Unknown,Indigenous,Working,"submissive, visionary",[768-dim vector],Indigenous_Unknown_Working,0.73,0
485,Moby-Dick,Herman Melville,1851,Character_485,"Character_485 is described as caring, oppressed, reflecting Black female identity.",Female,Black,Unknown,"caring, oppressed",[768-dim vector],Black_Female_Unknown,0.64,1
486,Adventures of Huckleberry Finn,Mark Twain,1884,Character_486,"Character_486 is described as loyal, caring, reflecting Black female identity.",Female,Black,Middle,"loyal, caring",[768-dim vector],Black_Female_Middle,0.7,1
487,Song of Solomon,Toni Morrison,1977,Character_487,"Character_487 is described as defiant, loving, reflecting Mixed non-binary identity.",Non-binary,Mixed,Unknown,"defiant, loving",[768-dim vector],Mixed_Non-binary_Unknown,0.74,0
488,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_488,"Character_488 is described as tragic, rebellious, reflecting Mixed non-binary identity.",Non-binary,Mixed,Working,"tragic, rebellious",[768-dim vector],Mixed_Non-binary_Working,0.32,0
489,Adventures of Huckleberry Finn,Mark Twain,1884,Character_489,"Character_489 is described as hopeful, heroic, reflecting White unknown identity.",Unknown,White,Working,"hopeful, heroic",[768-dim vector],White_Unknown_Working,0.66,0
490,The Great Gatsby,F. Scott Fitzgerald,1925,Character_490,"Character_490 is described as noble, strong, reflecting Unknown female identity.",Female,Unknown,Working,"noble, strong",[768-dim vector],Unknown_Female_Working,0.6,1
491,To Kill a Mockingbird,Harper Lee,1960,Character_491,"Character_491 is described as oppressed, strong, reflecting Mixed female identity.",Female,Mixed,Working,"oppressed, strong",[768-dim vector],Mixed_Female_Working,0.5,1
492,To Kill a Mockingbird,Harper Lee,1960,Character_492,"Character_492 is described as strong, tragic, reflecting Unknown male identity.",Male,Unknown,Upper,"strong, tragic",[768-dim vector],Unknown_Male_Upper,0.36,0
493,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_493,"Character_493 is described as loving, brave, reflecting Asian non-binary identity.",Non-binary,Asian,Enslaved/Servant,"loving, brave",[768-dim vector],Asian_Non-binary_Enslaved/Servant,0.74,1
494,Moby-Dick,Herman Melville,1851,Character_494,"Character_494 is described as submissive, strong, reflecting Unknown unknown identity.",Unknown,Unknown,Working,"submissive, strong",[768-dim vector],Unknown_Unknown_Working,0.71,1
495,The Great Gatsby,F. Scott Fitzgerald,1925,Character_495,"Character_495 is described as resilient, loving, reflecting Black unknown identity.",Unknown,Black,Enslaved/Servant,"resilient, loving",[768-dim vector],Black_Unknown_Enslaved/Servant,0.45,1
496,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_496,"Character_496 is described as hopeful, devoted, reflecting Mixed non-binary identity.",Non-binary,Mixed,Unknown,"hopeful, devoted",[768-dim vector],Mixed_Non-binary_Unknown,0.78,1
497,Beloved,Toni Morrison,1987,Character_497,"Character_497 is described as visionary, brave, reflecting White male identity.",Male,White,Upper,"visionary, brave",[768-dim vector],White_Male_Upper,0.46,1
498,Moby-Dick,Herman Melville,1851,Character_498,"Character_498 is described as brave, oppressed, reflecting Asian female identity.",Female,Asian,Enslaved/Servant,"brave, oppressed",[768-dim vector],Asian_Female_Enslaved/Servant,0.52,0
499,The Great Gatsby,F. Scott Fitzgerald,1925,Character_499,"Character_499 is described as defiant, resilient, reflecting Unknown female identity.",Female,Unknown,Working,"defiant, resilient",[768-dim vector],Unknown_Female_Working,0.85,0
500,Moby-Dick,Herman Melville,1851,Character_500,"Character_500 is described as caring, defiant, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Upper,"caring, defiant",[768-dim vector],Indigenous_Non-binary_Upper,0.87,1
501,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_501,"Character_501 is described as noble, oppressed, reflecting Unknown unknown identity.",Unknown,Unknown,Working,"noble, oppressed",[768-dim vector],Unknown_Unknown_Working,0.41,1
502,Moby-Dick,Herman Melville,1851,Character_502,"Character_502 is described as devoted, submissive, reflecting White male identity.",Male,White,Middle,"devoted, submissive",[768-dim vector],White_Male_Middle,0.82,1
503,Adventures of Huckleberry Finn,Mark Twain,1884,Character_503,"Character_503 is described as brave, heroic, reflecting Mixed female identity.",Female,Mixed,Enslaved/Servant,"brave, heroic",[768-dim vector],Mixed_Female_Enslaved/Servant,0.78,1
504,Beloved,Toni Morrison,1987,Character_504,"Character_504 is described as devoted, submissive, reflecting Asian male identity.",Male,Asian,Middle,"devoted, submissive",[768-dim vector],Asian_Male_Middle,0.72,1
505,The Great Gatsby,F. Scott Fitzgerald,1925,Character_505,"Character_505 is described as rebellious, loving, reflecting White unknown identity.",Unknown,White,Upper,"rebellious, loving",[768-dim vector],White_Unknown_Upper,0.45,1
506,Beloved,Toni Morrison,1987,Character_506,"Character_506 is described as hopeful, heroic, reflecting Black non-binary identity.",Non-binary,Black,Enslaved/Servant,"hopeful, heroic",[768-dim vector],Black_Non-binary_Enslaved/Servant,0.43,1
507,Moby-Dick,Herman Melville,1851,Character_507,"Character_507 is described as visionary, caring, reflecting Mixed male identity.",Male,Mixed,Middle,"visionary, caring",[768-dim vector],Mixed_Male_Middle,0.87,0
508,The Great Gatsby,F. Scott Fitzgerald,1925,Character_508,"Character_508 is described as visionary, fearless, reflecting Asian female identity.",Female,Asian,Unknown,"visionary, fearless",[768-dim vector],Asian_Female_Unknown,0.72,1
509,Moby-Dick,Herman Melville,1851,Character_509,"Character_509 is described as strong, caring, reflecting Black male identity.",Male,Black,Upper,"strong, caring",[768-dim vector],Black_Male_Upper,0.41,1
510,Invisible Man,Ralph Ellison,1952,Character_510,"Character_510 is described as resilient, submissive, reflecting Black non-binary identity.",Non-binary,Black,Middle,"resilient, submissive",[768-dim vector],Black_Non-binary_Middle,0.85,0
511,The Great Gatsby,F. Scott Fitzgerald,1925,Character_511,"Character_511 is described as independent, fearless, reflecting Unknown non-binary identity.",Non-binary,Unknown,Upper,"independent, fearless",[768-dim vector],Unknown_Non-binary_Upper,0.72,0
512,Song of Solomon,Toni Morrison,1977,Character_512,"Character_512 is described as independent, loyal, reflecting Unknown female identity.",Female,Unknown,Enslaved/Servant,"independent, loyal",[768-dim vector],Unknown_Female_Enslaved/Servant,0.85,1
513,The Great Gatsby,F. Scott Fitzgerald,1925,Character_513,"Character_513 is described as noble, devoted, reflecting Asian unknown identity.",Unknown,Asian,Upper,"noble, devoted",[768-dim vector],Asian_Unknown_Upper,0.87,1
514,White Noise,Don DeLillo,1985,Character_514,"Character_514 is described as caring, loving, reflecting Mixed male identity.",Male,Mixed,Upper,"caring, loving",[768-dim vector],Mixed_Male_Upper,0.82,1
515,Adventures of Huckleberry Finn,Mark Twain,1884,Character_515,"Character_515 is described as caring, defiant, reflecting Mixed unknown identity.",Unknown,Mixed,Enslaved/Servant,"caring, defiant",[768-dim vector],Mixed_Unknown_Enslaved/Servant,0.49,1
516,To Kill a Mockingbird,Harper Lee,1960,Character_516,"Character_516 is described as submissive, brave, reflecting White male identity.",Male,White,Unknown,"submissive, brave",[768-dim vector],White_Male_Unknown,0.32,1
517,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_517,"Character_517 is described as strong, tragic, reflecting White female identity.",Female,White,Upper,"strong, tragic",[768-dim vector],White_Female_Upper,0.44,0
518,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_518,"Character_518 is described as submissive, hopeful, reflecting Asian unknown identity.",Unknown,Asian,Enslaved/Servant,"submissive, hopeful",[768-dim vector],Asian_Unknown_Enslaved/Servant,0.35,1
519,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_519,"Character_519 is described as tragic, fearless, reflecting Indigenous male identity.",Male,Indigenous,Upper,"tragic, fearless",[768-dim vector],Indigenous_Male_Upper,0.5,1
520,Adventures of Huckleberry Finn,Mark Twain,1884,Character_520,"Character_520 is described as submissive, independent, reflecting Asian non-binary identity.",Non-binary,Asian,Unknown,"submissive, independent",[768-dim vector],Asian_Non-binary_Unknown,0.34,1
521,Invisible Man,Ralph Ellison,1952,Character_521,"Character_521 is described as submissive, oppressed, reflecting White female identity.",Female,White,Middle,"submissive, oppressed",[768-dim vector],White_Female_Middle,0.62,1
522,Moby-Dick,Herman Melville,1851,Character_522,"Character_522 is described as loyal, independent, reflecting Mixed unknown identity.",Unknown,Mixed,Unknown,"loyal, independent",[768-dim vector],Mixed_Unknown_Unknown,0.49,1
523,Adventures of Huckleberry Finn,Mark Twain,1884,Character_523,"Character_523 is described as brave, defiant, reflecting White male identity.",Male,White,Middle,"brave, defiant",[768-dim vector],White_Male_Middle,0.83,1
524,To Kill a Mockingbird,Harper Lee,1960,Character_524,"Character_524 is described as resilient, defiant, reflecting Mixed non-binary identity.",Non-binary,Mixed,Unknown,"resilient, defiant",[768-dim vector],Mixed_Non-binary_Unknown,0.44,0
525,Beloved,Toni Morrison,1987,Character_525,"Character_525 is described as rebellious, brave, reflecting Unknown female identity.",Female,Unknown,Working,"rebellious, brave",[768-dim vector],Unknown_Female_Working,0.82,0
526,Beloved,Toni Morrison,1987,Character_526,"Character_526 is described as submissive, resilient, reflecting Indigenous unknown identity.",Unknown,Indigenous,Unknown,"submissive, resilient",[768-dim vector],Indigenous_Unknown_Unknown,0.82,1
527,White Noise,Don DeLillo,1985,Character_527,"Character_527 is described as tragic, caring, reflecting Asian male identity.",Male,Asian,Enslaved/Servant,"tragic, caring",[768-dim vector],Asian_Male_Enslaved/Servant,0.86,1
528,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_528,"Character_528 is described as caring, defiant, reflecting Mixed unknown identity.",Unknown,Mixed,Middle,"caring, defiant",[768-dim vector],Mixed_Unknown_Middle,0.9,1
529,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_529,"Character_529 is described as noble, tragic, reflecting Mixed male identity.",Male,Mixed,Upper,"noble, tragic",[768-dim vector],Mixed_Male_Upper,0.76,1
530,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_530,"Character_530 is described as loyal, devoted, reflecting White male identity.",Male,White,Middle,"loyal, devoted",[768-dim vector],White_Male_Middle,0.59,1
531,Beloved,Toni Morrison,1987,Character_531,"Character_531 is described as loyal, oppressed, reflecting Black unknown identity.",Unknown,Black,Middle,"loyal, oppressed",[768-dim vector],Black_Unknown_Middle,0.82,1
532,The Great Gatsby,F. Scott Fitzgerald,1925,Character_532,"Character_532 is described as loving, resilient, reflecting Black non-binary identity.",Non-binary,Black,Enslaved/Servant,"loving, resilient",[768-dim vector],Black_Non-binary_Enslaved/Servant,0.76,1
533,Moby-Dick,Herman Melville,1851,Character_533,"Character_533 is described as loyal, defiant, reflecting White non-binary identity.",Non-binary,White,Unknown,"loyal, defiant",[768-dim vector],White_Non-binary_Unknown,0.55,1
534,The Great Gatsby,F. Scott Fitzgerald,1925,Character_534,"Character_534 is described as visionary, independent, reflecting Asian male identity.",Male,Asian,Upper,"visionary, independent",[768-dim vector],Asian_Male_Upper,0.44,0
535,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_535,"Character_535 is described as visionary, brave, reflecting White non-binary identity.",Non-binary,White,Unknown,"visionary, brave",[768-dim vector],White_Non-binary_Unknown,0.51,0
536,Beloved,Toni Morrison,1987,Character_536,"Character_536 is described as independent, noble, reflecting Indigenous female identity.",Female,Indigenous,Unknown,"independent, noble",[768-dim vector],Indigenous_Female_Unknown,0.48,0
537,To Kill a Mockingbird,Harper Lee,1960,Character_537,"Character_537 is described as fearless, noble, reflecting Mixed non-binary identity.",Non-binary,Mixed,Enslaved/Servant,"fearless, noble",[768-dim vector],Mixed_Non-binary_Enslaved/Servant,0.33,0
538,Adventures of Huckleberry Finn,Mark Twain,1884,Character_538,"Character_538 is described as noble, caring, reflecting Asian male identity.",Male,Asian,Upper,"noble, caring",[768-dim vector],Asian_Male_Upper,0.89,1
539,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_539,"Character_539 is described as independent, rebellious, reflecting White non-binary identity.",Non-binary,White,Enslaved/Servant,"independent, rebellious",[768-dim vector],White_Non-binary_Enslaved/Servant,0.53,1
540,The Great Gatsby,F. Scott Fitzgerald,1925,Character_540,"Character_540 is described as loyal, hopeful, reflecting Asian female identity.",Female,Asian,Enslaved/Servant,"loyal, hopeful",[768-dim vector],Asian_Female_Enslaved/Servant,0.43,1
541,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_541,"Character_541 is described as tragic, oppressed, reflecting White male identity.",Male,White,Middle,"tragic, oppressed",[768-dim vector],White_Male_Middle,0.77,0
542,Beloved,Toni Morrison,1987,Character_542,"Character_542 is described as rebellious, tragic, reflecting Unknown unknown identity.",Unknown,Unknown,Upper,"rebellious, tragic",[768-dim vector],Unknown_Unknown_Upper,0.55,1
543,Adventures of Huckleberry Finn,Mark Twain,1884,Character_543,"Character_543 is described as loyal, oppressed, reflecting White unknown identity.",Unknown,White,Unknown,"loyal, oppressed",[768-dim vector],White_Unknown_Unknown,0.87,1
544,Adventures of Huckleberry Finn,Mark Twain,1884,Character_544,"Character_544 is described as loving, strong, reflecting Indigenous female identity.",Female,Indigenous,Working,"loving, strong",[768-dim vector],Indigenous_Female_Working,0.67,0
545,Beloved,Toni Morrison,1987,Character_545,"Character_545 is described as noble, submissive, reflecting Asian non-binary identity.",Non-binary,Asian,Working,"noble, submissive",[768-dim vector],Asian_Non-binary_Working,0.89,0
546,The Great Gatsby,F. Scott Fitzgerald,1925,Character_546,"Character_546 is described as hopeful, rebellious, reflecting Mixed female identity.",Female,Mixed,Upper,"hopeful, rebellious",[768-dim vector],Mixed_Female_Upper,0.87,1
547,Adventures of Huckleberry Finn,Mark Twain,1884,Character_547,"Character_547 is described as oppressed, rebellious, reflecting Asian unknown identity.",Unknown,Asian,Working,"oppressed, rebellious",[768-dim vector],Asian_Unknown_Working,0.66,1
